product_sku,name,category,subcategory,brand,price,discount_pct,stock_qty,rating,review_count,is_new_arrival,tags,color,size_range,description,image_url,collection
SKU_000026,Slim Cobalt Basics,Basics,Kids,PeakWear,421.94,40,540,2.6,1385,False,collab|sustainable|new-arrival,Cobalt,XS-XL,A slim cobalt piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000026.jpg,Winter 2025
SKU_000027,Elevated White Formal,Formal,Men's,LuxLine,130.41,5,687,3.1,131,False,workwear|bestseller|trending,White,6-14,A elevated white piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000027.jpg,Capsule
SKU_000028,Slim Navy Swimwear,Swimwear,Women's,NeoFit,374.74,0,990,4.4,1547,False,collab|trending|athletic,Navy,XS-3XL,A slim navy piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000028.jpg,Spring 2026
SKU_000029,Slim White Loungewear,Loungewear,Women's,Arc,201.36,5,334,3.4,4742,False,bestseller,White,XS-3XL,A slim white piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000029.jpg,Fall 2025
SKU_000030,Tech Black Sportswear,Sportswear,Kids,NeoFit,271.36,40,248,3.6,2473,True,premium|sustainable,Black,6-14,A tech black piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000030.jpg,Capsule
SKU_000031,Vintage Terracotta Denim,Denim,Kids,CoreBasics,410.73,10,144,3.8,4720,False,sustainable|bestseller|athletic|premium,Terracotta,XS-XL,A vintage terracotta piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000031.jpg,Capsule
SKU_000032,Relaxed Burgundy Activewear,Activewear,Kids,Arc,229.49,40,865,4.8,4202,False,sustainable|casual|collab|trending,Burgundy,6-14,A relaxed burgundy piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000032.jpg,Fall 2025
SKU_000033,Vintage Grey Outerwear,Outerwear,Women's,NeoFit,282.7,0,992,4.9,3824,False,premium|casual,Grey,6-14,A vintage grey piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000033.jpg,Spring 2026
SKU_000034,Essential Olive Footwear,Footwear,Women's,UrbanThread,428.87,5,679,2.6,3081,False,workwear|limited|casual|sustainable,Olive,XS-XL,A essential olive piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000034.jpg,Capsule
SKU_000035,Slim Navy Accessories,Accessories,Unisex,Atelier,149.64,40,274,3.9,2439,False,workwear,Navy,6-14,A slim navy piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000035.jpg,Capsule
SKU_000036,Classic Cobalt Basics,Basics,Women's,CoreBasics,235.65,40,19,4.3,4746,False,casual|limited,Cobalt,6-14,A classic cobalt piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000036.jpg,Summer 2025
SKU_000037,Tech Terracotta Formal,Formal,Men's,LuxLine,222.89,15,8,2.7,1698,False,limited|new-arrival,Terracotta,S-XXL,A tech terracotta piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000037.jpg,Spring 2026
SKU_000038,Urban Burgundy Swimwear,Swimwear,Men's,LuxLine,276.87,20,58,4.6,1983,False,trending|casual,Burgundy,S-XXL,A urban burgundy piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000038.jpg,Spring 2026
SKU_000039,Essential Cobalt Loungewear,Loungewear,Women's,UrbanThread,37.19,10,284,2.8,1403,False,bestseller,Cobalt,6-14,A essential cobalt piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000039.jpg,Winter 2025
SKU_000040,Slim Cobalt Sportswear,Sportswear,Women's,Atelier,197.87,40,529,3.8,1368,True,workwear,Cobalt,6-14,A slim cobalt piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000040.jpg,Spring 2026
SKU_000041,Essential White Denim,Denim,Men's,PeakWear,170.63,15,277,3.8,1837,False,casual|workwear,White,S-XXL,A essential white piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000041.jpg,Summer 2025
SKU_000042,Urban White Activewear,Activewear,Kids,Arc,115.52,10,350,3.3,2274,False,limited|trending|casual|athletic,White,6-14,A urban white piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000042.jpg,Winter 2025
SKU_000043,Premium Olive Outerwear,Outerwear,Women's,Meridian,238.49,15,909,2.7,2043,False,sustainable,Olive,XS-3XL,A premium olive piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000043.jpg,Spring 2026
SKU_000044,Premium Terracotta Footwear,Footwear,Women's,PeakWear,116.07,0,78,3.4,2694,True,bestseller|limited|workwear|collab,Terracotta,6-14,A premium terracotta piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000044.jpg,Fall 2025
SKU_000045,Essential Terracotta Accessories,Accessories,Men's,DriftCo,318.48,15,42,3.4,3866,False,collab|casual|new-arrival|athletic,Terracotta,6-14,A essential terracotta piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000045.jpg,Capsule
SKU_000046,Tech Grey Basics,Basics,Men's,NeoFit,359.46,10,155,4.1,3527,False,trending,Grey,XS-XL,A tech grey piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000046.jpg,Capsule
SKU_000047,Urban Black Formal,Formal,Kids,Atelier,141.78,15,407,4.5,2896,True,bestseller|sustainable,Black,6-14,A urban black piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000047.jpg,Summer 2025
SKU_000048,Urban White Swimwear,Swimwear,Unisex,NeoFit,234.91,25,489,2.6,901,False,workwear|bestseller,White,6-14,A urban white piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000048.jpg,Capsule
SKU_000049,Elevated Terracotta Loungewear,Loungewear,Women's,Foundry,53.79,10,267,4.3,1609,False,casual|trending|athletic,Terracotta,XS-XL,A elevated terracotta piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000049.jpg,Spring 2026
SKU_000050,Premium Cobalt Sportswear,Sportswear,Unisex,PeakWear,213.93,40,859,4.5,3600,False,limited|athletic|premium,Cobalt,6-14,A premium cobalt piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000050.jpg,Winter 2025
SKU_000051,Sport Terracotta Denim,Denim,Kids,CoreBasics,111.99,25,354,4.7,1557,False,premium|casual|collab|workwear,Terracotta,XS-3XL,A sport terracotta piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000051.jpg,Spring 2026
SKU_000052,Premium Navy Activewear,Activewear,Kids,LuxLine,225.06,10,689,4.8,2433,False,new-arrival|trending,Navy,XS-XL,A premium navy piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000052.jpg,Fall 2025
SKU_000053,Classic Olive Outerwear,Outerwear,Men's,Meridian,357.97,25,933,4.1,1968,False,workwear,Olive,XS-3XL,A classic olive piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000053.jpg,Winter 2025
SKU_000054,Tech Navy Footwear,Footwear,Men's,UrbanThread,284.42,0,939,5.0,2279,False,casual|trending,Navy,XS-3XL,A tech navy piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000054.jpg,Fall 2025
SKU_000055,Relaxed Terracotta Accessories,Accessories,Men's,DriftCo,397.99,40,286,3.6,3220,False,premium|sustainable|collab,Terracotta,S-XXL,A relaxed terracotta piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000055.jpg,Summer 2025
SKU_000056,Elevated Navy Basics,Basics,Kids,PeakWear,254.78,0,443,2.5,4089,False,bestseller|collab|trending,Navy,6-14,A elevated navy piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000056.jpg,Fall 2025
SKU_000057,Urban Camel Formal,Formal,Men's,PeakWear,311.46,0,230,3.8,1850,False,limited|workwear|casual|new-arrival,Camel,6-14,A urban camel piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000057.jpg,Summer 2025
SKU_000058,Tech White Swimwear,Swimwear,Kids,Meridian,117.45,25,451,3.2,1587,False,workwear|trending|sustainable,White,S-XXL,A tech white piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000058.jpg,Fall 2025
SKU_000059,Essential Navy Loungewear,Loungewear,Men's,PeakWear,245.21,5,243,4.5,4987,False,new-arrival|limited|casual,Navy,XS-3XL,A essential navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000059.jpg,Fall 2025
SKU_000060,Sport Cream Sportswear,Sportswear,Men's,UrbanThread,85.45,40,344,3.4,4378,False,bestseller|sustainable|workwear,Cream,XS-3XL,A sport cream piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000060.jpg,Spring 2026
SKU_000061,Vintage Camel Denim,Denim,Men's,Arc,226.2,15,667,3.7,4968,False,casual,Camel,XS-3XL,A vintage camel piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000061.jpg,Spring 2026
SKU_000062,Classic Burgundy Activewear,Activewear,Men's,Atelier,222.78,10,519,4.9,5000,False,athletic|casual,Burgundy,S-XXL,A classic burgundy piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000062.jpg,Spring 2026
SKU_000063,Elevated Cream Outerwear,Outerwear,Women's,UrbanThread,159.49,0,986,4.2,2003,False,athletic,Cream,6-14,A elevated cream piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000063.jpg,Spring 2026
SKU_000064,Classic Cobalt Footwear,Footwear,Men's,LuxLine,420.77,0,852,3.1,2163,False,bestseller|limited,Cobalt,S-XXL,A classic cobalt piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000064.jpg,Spring 2026
SKU_000065,Sport Black Accessories,Accessories,Kids,LuxLine,321.9,5,585,4.1,1916,True,new-arrival,Black,S-XXL,A sport black piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000065.jpg,Capsule
SKU_000066,Premium Grey Basics,Basics,Women's,Meridian,300.47,30,515,4.8,2389,False,new-arrival|bestseller,Grey,6-14,A premium grey piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000066.jpg,Winter 2025
SKU_000067,Essential Navy Formal,Formal,Men's,Meridian,118.42,15,803,3.4,795,False,workwear,Navy,6-14,A essential navy piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000067.jpg,Capsule
SKU_000068,Sport Black Swimwear,Swimwear,Men's,PeakWear,436.33,0,847,2.6,4492,False,limited|premium,Black,S-XXL,A sport black piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000068.jpg,Winter 2025
SKU_000069,Relaxed Olive Loungewear,Loungewear,Men's,UrbanThread,319.5,20,789,4.5,4813,False,new-arrival|workwear|athletic,Olive,6-14,A relaxed olive piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000069.jpg,Winter 2025
SKU_000070,Slim Grey Sportswear,Sportswear,Kids,PeakWear,260.82,0,175,4.3,4701,False,bestseller|athletic|sustainable|workwear,Grey,XS-3XL,A slim grey piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000070.jpg,Summer 2025
SKU_000071,Classic Navy Denim,Denim,Men's,Foundry,246.09,15,247,4.0,4379,False,limited|bestseller|athletic|trending,Navy,XS-3XL,A classic navy piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000071.jpg,Winter 2025
SKU_000072,Elevated Camel Activewear,Activewear,Unisex,PeakWear,335.0,0,644,2.5,1286,False,bestseller|trending|sustainable|casual,Camel,XS-3XL,A elevated camel piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000072.jpg,Fall 2025
SKU_000073,Essential Terracotta Outerwear,Outerwear,Kids,PeakWear,145.88,0,381,4.8,2207,False,new-arrival|athletic|collab|casual,Terracotta,6-14,A essential terracotta piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000073.jpg,Spring 2026
SKU_000074,Premium Cream Footwear,Footwear,Women's,PeakWear,328.32,40,908,3.7,2994,False,casual|workwear|limited,Cream,6-14,A premium cream piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000074.jpg,Spring 2026
SKU_000075,Tech Olive Accessories,Accessories,Women's,Foundry,131.12,40,747,3.3,4301,False,casual|premium|bestseller,Olive,XS-3XL,A tech olive piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000075.jpg,Capsule
SKU_000076,Premium Cobalt Basics,Basics,Men's,CoreBasics,86.7,5,115,3.5,3953,False,new-arrival,Cobalt,6-14,A premium cobalt piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000076.jpg,Summer 2025
SKU_000077,Essential Burgundy Formal,Formal,Kids,Arc,45.57,15,905,2.7,382,False,athletic|limited|premium,Burgundy,6-14,A essential burgundy piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000077.jpg,Capsule
SKU_000078,Tech Camel Swimwear,Swimwear,Women's,UrbanThread,257.42,15,488,2.8,2965,True,new-arrival|casual|premium|sustainable,Camel,S-XXL,A tech camel piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000078.jpg,Spring 2026
SKU_000079,Premium Navy Loungewear,Loungewear,Women's,NeoFit,51.84,0,62,4.3,4770,False,premium|sustainable|trending,Navy,XS-3XL,A premium navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000079.jpg,Winter 2025
SKU_000080,Urban Burgundy Sportswear,Sportswear,Men's,DriftCo,214.08,5,132,3.1,3599,False,athletic|collab|bestseller|new-arrival,Burgundy,S-XXL,A urban burgundy piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000080.jpg,Fall 2025
SKU_000081,Essential Terracotta Denim,Denim,Women's,LuxLine,395.46,0,563,4.1,1023,False,new-arrival|casual|sustainable|trending,Terracotta,XS-3XL,A essential terracotta piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000081.jpg,Summer 2025
SKU_000082,Vintage White Activewear,Activewear,Unisex,NeoFit,142.05,20,725,4.5,2660,True,collab|premium|limited|trending,White,6-14,A vintage white piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000082.jpg,Spring 2026
SKU_000083,Vintage Camel Outerwear,Outerwear,Men's,Meridian,22.16,0,62,4.1,1383,False,casual|bestseller,Camel,6-14,A vintage camel piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000083.jpg,Winter 2025
SKU_000084,Vintage Cream Footwear,Footwear,Men's,LuxLine,271.66,20,929,3.8,4227,False,collab|workwear|trending,Cream,XS-3XL,A vintage cream piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000084.jpg,Capsule
SKU_000085,Urban Terracotta Accessories,Accessories,Men's,DriftCo,172.38,0,537,4.1,4374,False,collab|bestseller|premium,Terracotta,S-XXL,A urban terracotta piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000085.jpg,Capsule
SKU_000086,Tech Olive Basics,Basics,Women's,UrbanThread,255.07,0,753,4.9,655,True,limited|trending|athletic|sustainable,Olive,S-XXL,A tech olive piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000086.jpg,Summer 2025
SKU_000087,Urban Navy Formal,Formal,Women's,Atelier,361.3,20,438,2.7,2720,False,collab|bestseller,Navy,6-14,A urban navy piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000087.jpg,Capsule
SKU_000088,Tech Grey Swimwear,Swimwear,Women's,Foundry,346.24,5,260,4.6,4322,False,casual|collab,Grey,XS-3XL,A tech grey piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000088.jpg,Capsule
SKU_000089,Vintage Navy Loungewear,Loungewear,Women's,NeoFit,363.82,40,94,2.6,4699,True,limited|new-arrival|trending,Navy,XS-XL,A vintage navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000089.jpg,Capsule
SKU_000090,Relaxed Black Sportswear,Sportswear,Men's,UrbanThread,90.17,20,464,4.3,543,False,limited|trending,Black,S-XXL,A relaxed black piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000090.jpg,Summer 2025
SKU_000091,Tech Grey Denim,Denim,Unisex,Atelier,409.68,0,248,4.3,3879,True,bestseller|limited|casual|collab,Grey,XS-XL,A tech grey piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000091.jpg,Capsule
SKU_000092,Premium Terracotta Activewear,Activewear,Men's,Arc,234.22,0,747,3.9,2235,False,workwear,Terracotta,XS-3XL,A premium terracotta piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000092.jpg,Winter 2025
SKU_000093,Urban Black Outerwear,Outerwear,Unisex,Meridian,268.35,15,105,4.6,3133,True,collab|athletic|workwear|premium,Black,6-14,A urban black piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000093.jpg,Spring 2026
SKU_000094,Urban Black Footwear,Footwear,Unisex,Foundry,271.19,0,404,4.1,1234,False,sustainable|new-arrival,Black,XS-3XL,A urban black piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000094.jpg,Fall 2025
SKU_000095,Slim Grey Accessories,Accessories,Unisex,Atelier,245.74,10,741,3.3,3346,False,athletic|trending|bestseller|casual,Grey,XS-XL,A slim grey piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000095.jpg,Spring 2026
SKU_000096,Slim Olive Basics,Basics,Unisex,UrbanThread,292.18,20,981,3.5,2771,False,sustainable|limited,Olive,XS-XL,A slim olive piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000096.jpg,Spring 2026
SKU_000097,Tech Olive Formal,Formal,Unisex,Foundry,188.67,0,840,3.1,235,False,premium,Olive,6-14,A tech olive piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000097.jpg,Summer 2025
SKU_000098,Essential Black Swimwear,Swimwear,Men's,NeoFit,419.91,20,138,3.8,4308,False,new-arrival,Black,S-XXL,A essential black piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000098.jpg,Capsule
SKU_000099,Relaxed Navy Loungewear,Loungewear,Kids,DriftCo,393.11,30,229,3.3,4197,False,new-arrival,Navy,6-14,A relaxed navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000099.jpg,Spring 2026
SKU_000100,Elevated White Sportswear,Sportswear,Kids,LuxLine,51.51,5,852,4.0,1463,False,new-arrival,White,S-XXL,A elevated white piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000100.jpg,Capsule
SKU_000101,Premium Cream Denim,Denim,Women's,Foundry,104.01,5,523,2.6,4300,False,casual|athletic|trending|bestseller,Cream,XS-XL,A premium cream piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000101.jpg,Fall 2025
SKU_000102,Premium Black Activewear,Activewear,Women's,DriftCo,233.88,20,329,4.0,3262,False,trending|casual|collab,Black,XS-XL,A premium black piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000102.jpg,Capsule
SKU_000103,Tech Terracotta Outerwear,Outerwear,Women's,CoreBasics,354.29,15,77,4.7,2264,False,sustainable|new-arrival,Terracotta,6-14,A tech terracotta piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000103.jpg,Winter 2025
SKU_000104,Sport Cream Footwear,Footwear,Men's,Meridian,49.35,30,67,3.2,2156,False,collab|workwear|athletic,Cream,XS-3XL,A sport cream piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000104.jpg,Fall 2025
SKU_000105,Tech Cobalt Accessories,Accessories,Kids,Meridian,426.15,10,708,2.6,1126,False,casual|athletic|new-arrival,Cobalt,6-14,A tech cobalt piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000105.jpg,Winter 2025
SKU_000106,Urban Camel Basics,Basics,Women's,NeoFit,383.72,0,601,2.8,1549,False,limited|athletic|sustainable|bestseller,Camel,S-XXL,A urban camel piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000106.jpg,Capsule
SKU_000107,Vintage Grey Formal,Formal,Men's,CoreBasics,374.36,30,511,3.5,2639,False,new-arrival|bestseller|athletic|sustainable,Grey,XS-3XL,A vintage grey piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000107.jpg,Spring 2026
